1.966456447,0.521192217,0.241677321,0.00840359
2.056878667,0.405769292,0.208124182,0.006518315
2.205555876,0.418766608,0.253864916,0.007927648
1.741552906,0.482589146,0.204987324,0.001863488
2.021147532,0.571568971,0.29696056,0.016545052
2.073212943,0.594407856,0.278467558,0.00251063
1.610565892,0.524595691,0.245447238,0.009851134
1.729018094,0.417335258,0.268845871,0.013553113
2.208186383,0.536240818,0.217739216,0.011559456
1.708414601,0.598293097,0.242854164,0.013409078
2.270023625,0.559660875,0.257895464,0.005035762
2.267517342,0.564202134,0.27479867,0.015597332
2.142716241,0.491588361,0.224710972,0.018340456
2.187227288,0.553526328,0.272205828,0.019304388
1.821819969,0.40518317,0.248394416,0.004528388
1.949082495,0.486563606,0.243918091,0.017264824
2.078352508,0.46688768,0.21935527,0.008778857
1.826869846,0.594937363,0.214751386,0.012003448
1.654383026,0.470624269,0.255234899,0.016462577
2.283370871,0.408418402,0.219056576,0.01878029
2.106090894,0.515757395,0.235557972,0.00370681
2.260950462,0.522189999,0.256433874,0.013599366
1.798262605,0.476971474,0.258182351,0.019695721
1.95005731,0.42653834,0.22112303,0.005568598
1.8857326,0.424966071,0.249117207,0.0013795
1.772821986,0.446484704,0.251038567,0.009907797
2.126897551,0.517029064,0.217760042,0.019271277
1.632567468,0.432160837,0.214395987,0.012312553
1.812192791,0.483913305,0.243694521,0.012216481
1.977092852,0.514015215,0.291732243,0.010409237
2.35898566,0.41404704,0.246385599,0.009693116
1.715899891,0.533875186,0.259226046,0.005468362
1.969746233,0.561431237,0.26963348,0.016939971
1.639516275,0.441931509,0.264791714,0.019626755
1.928919777,0.512223712,0.25633864,0.000989679
2.399944625,0.452281359,0.296701778,0.000167985
1.903811663,0.549642266,0.29547282,0.019187535
2.223864548,0.482774926,0.228372836,0.015565032
2.348289975,0.505124574,0.230468041,0.003559057
2.06430918,0.599049127,0.226857042,0.004630684
1.833206251,0.462999222,0.225529252,0.015877441
1.858102986,0.580900036,0.221881191,0.00133651
1.665513314,0.583332325,0.260849168,0.008455419
1.933079128,0.486231492,0.251261108,0.010089699
1.992413119,0.593245949,0.264657109,0.009217413
1.693240432,0.403367887,0.225523498,0.000936391
1.901655048,0.449374645,0.294420523,0.007924404
2.161778233,0.549787393,0.250797174,0.019593269
1.70095722,0.418548372,0.2664427,0.017091279
1.6127604,0.414118404,0.296108181,0.002631618
